layer_geom_type_s,layer_modified_dt,solr_geom,dct_references_s,dc_rights_s,uuid,dct_provenance_s,dc_subject_sm,dc_description_s,dct_issued_s,dct_temporal_sm,dc_creator_sm,dc_identifier_s,dc_relation_sm,georss_polygon_s,solr_year_i,dc_publisher_sm,layer_id_s,georss_box_s,dc_title_s,dc_format_s,dct_spatial_sm,dct_isPartOf_sm,layer_slug_s,dc_type_s
Mixed,2016-12-30T13:41:28Z,"ENVELOPE(-93.3291357714711, -93.1938488983436, 45.0512511622102, 44.8904714473126)","{""http://schema.org/url"":""http://opendata.minneapolismn.gov/datasets/818308c9079c4c0c89944b1fe0e600b1_0"",""http://www.isotc211.org/schemas/2005/gmd/"":""https://opengeometadata.github.io/big-ten/7c/1a/5d/b1403e4b5cadf0cbc55460bac1/iso19139.xml"",""urn:x-esri:serviceType:ArcGIS#FeatureLayer"":""https://services.arcgis.com/afSMGVsC7QlRK1kZ/arcgis/rest/services/OPENDATA_IT_OUTREACHSURVEY/FeatureServer/0"",""http://schema.org/downloadUrl"":""http://opendata.minneapolismn.gov/datasets/818308c9079c4c0c89944b1fe0e600b1_0.zip""}",Public,7c1a5db1-403e-4b5c-adf0-cbc55460bac1,Minnesota,"[u'Biota', u'Climatology, Meteorology and Atmosphere', u'Geoscientific Information', u'Society', u'Inland Waters', u'Intelligence and Military', u'Location', u'Elevation', u'Economy']","For questions about this data please contact ITOpenData@minneapolismn.gov 2014 Minneapolis Community Technology Survey Data Thanks to the 3,015 residents for their participation, the third year's results are in on a survey the City of Minneapolis conducted to understand how Minneapolis residents use computers, mobile devices and the Internet. Access to computers and the Internet, along with the skills to use these tools is critical as technology becomes more and more a part of our daily lives and is integrated in our economic, educational, health, and workforce systems. The results will inform priorities for the City‰Ûªs digital inclusion initiatives, and help engage businesses, neighborhood and community groups, public sector partners, and funders to more effectively address community technology and economic development needs. In addition, the survey provides data to measure changes in the community over time. The City of Minneapolis Information Technology Department contracted with National Research Center, Inc. (NRC) to conduct a survey of residents to inform the City‰Ûªs efforts to overcome the digital equity gap between individuals and groups in their access to and use and knowledge of information and communication technologies. This is the third iteration of the Minneapolis Community Technology Survey; the first was conducted in 2012 and the second in 2013.",2015,2015-2016,[u'City of Minneapolis'],7c1a5db1-403e-4b5c-adf0-cbc55460bac1,,44.8904714473126 -93.3291357714711 45.0512511622102 -93.3291357714711 45.0512511622102 -93.1938488983436 44.8904714473126 -93.1938488983436 44.8904714473126 -93.3291357714711,2015,[u'City of Minneapolis'],7c1a5db1-403e-4b5c-adf0-cbc55460bac1,44.8904714473126 -93.3291357714711 45.0512511622102 -93.1938488983436,"Technology Outreach Survey: Minneapolis, Minnesota, 2015",Shapefile,"[u'Minneapolis, Minnesota, United States', u'Minnesota, United States']",Minneapolis Open Data,7c1a5db1-403e-4b5c-adf0-cbc55460bac1,Dataset
Mixed,2016-12-30T13:41:48Z,"ENVELOPE(-93.3291511420368, -93.198072867497, 45.0512483323247, 44.8868455139191)","{""http://schema.org/url"":""http://opendata.minneapolismn.gov/datasets/02bfab32c2ff40c1b5692f9ab816820f_0"",""http://www.isotc211.org/schemas/2005/gmd/"":""https://opengeometadata.github.io/big-ten/48/a7/f0/f479094128a006fed02f907cc1/iso19139.xml"",""urn:x-esri:serviceType:ArcGIS#FeatureLayer"":""https://services.arcgis.com/afSMGVsC7QlRK1kZ/arcgis/rest/services/PWStreetPavementMgmt/FeatureServer/0"",""http://schema.org/downloadUrl"":""http://opendata.minneapolismn.gov/datasets/02bfab32c2ff40c1b5692f9ab816820f_0.zip""}",Public,48a7f0f4-7909-4128-a006-fed02f907cc1,Minnesota,[u'Transportation'],"Describes a variety of factors for each street segment including its type, its condition, and when it was last resurfaced. The Public Works department prioritizes repaving based on several factors. For more questions about the pavement condition data, contact PublicWorksOpenData@minneapolismn.gov",2015,2015-2016,[u'City of Minneapolis'],48a7f0f4-7909-4128-a006-fed02f907cc1,,44.8868455139191 -93.3291511420368 45.0512483323247 -93.3291511420368 45.0512483323247 -93.198072867497 44.8868455139191 -93.198072867497 44.8868455139191 -93.3291511420368,2015,[u'City of Minneapolis'],48a7f0f4-7909-4128-a006-fed02f907cc1,44.8868455139191 -93.3291511420368 45.0512483323247 -93.198072867497,"Public Works Street Pavement Mgmt: Minneapolis, Minnesota, 2015",Shapefile,"[u'Minneapolis, Minnesota, United States', u'Minnesota, United States']",Minneapolis Open Data,48a7f0f4-7909-4128-a006-fed02f907cc1,Dataset
Point,2016-12-30T13:42:30Z,"ENVELOPE(-93.3297760002669, -93.1985839996934, 45.0568020001047, 44.8685999999213)","{""http://schema.org/url"":""http://opendata.minneapolismn.gov/datasets/5a01f0714ecf474081a733f13281377e_0"",""http://www.isotc211.org/schemas/2005/gmd/"":""https://opengeometadata.github.io/big-ten/ef/5c/59/577923442fb585871207e1b72a/iso19139.xml"",""urn:x-esri:serviceType:ArcGIS#FeatureLayer"":""https://services.arcgis.com/afSMGVsC7QlRK1kZ/arcgis/rest/services/FiresConfirmed2014/FeatureServer/0"",""http://schema.org/downloadUrl"":""http://opendata.minneapolismn.gov/datasets/5a01f0714ecf474081a733f13281377e_0.zip""}",Public,ef5c5957-7923-442f-b585-871207e1b72a,Minnesota,[u'Society'],For questions about this data please contact FireOpenData@minneapolismn.gov Confirmed fires in the City of Minneapolis for 2014 Year-to-date.,2015,2014-2015,[u'City of Minneapolis'],ef5c5957-7923-442f-b585-871207e1b72a,,44.8685999999213 -93.3297760002669 45.0568020001047 -93.3297760002669 45.0568020001047 -93.1985839996934 44.8685999999213 -93.1985839996934 44.8685999999213 -93.3297760002669,2014,[u'City of Minneapolis'],ef5c5957-7923-442f-b585-871207e1b72a,44.8685999999213 -93.3297760002669 45.0568020001047 -93.1985839996934,"Fires Confirmed: Minneapolis, Minnesota, 2014",Shapefile,"[u'Minneapolis, Minnesota, United States', u'Minnesota, United States']",Minneapolis Open Data,ef5c5957-7923-442f-b585-871207e1b72a,Dataset
Point,2016-12-30T13:41:23Z,"ENVELOPE(-93.32913577, -93.1938489, 45.05125116, 44.89047145)","{""http://schema.org/url"":""http://opendata.minneapolismn.gov/datasets/87b0f1d3a75e44b8bbf17805c5130f2c_0"",""http://www.isotc211.org/schemas/2005/gmd/"":""https://opengeometadata.github.io/big-ten/ab/5b/3a/5818de48bd99bddb8fc1c1ddcf/iso19139.xml"",""urn:x-esri:serviceType:ArcGIS#FeatureLayer"":""https://services.arcgis.com/afSMGVsC7QlRK1kZ/arcgis/rest/services/311_2011/FeatureServer/0"",""http://schema.org/downloadUrl"":""http://opendata.minneapolismn.gov/datasets/87b0f1d3a75e44b8bbf17805c5130f2c_0.zip""}",Public,ab5b3a58-18de-48bd-99bd-db8fc1c1ddcf,Minnesota,[u'Society'],"For questions about this data please contact 311OpenData@minneapolismn.gov The data provided are public-facing service requests that were taken by 311 contact center agents, or through online and mobile applications, and entered the Lagan CRM system during 2011.",2011,2011-2014,[u'City of Minneapolis'],ab5b3a58-18de-48bd-99bd-db8fc1c1ddcf,,44.89047145 -93.32913577 45.05125116 -93.32913577 45.05125116 -93.1938489 44.89047145 -93.1938489 44.89047145 -93.32913577,2011,[u'City of Minneapolis'],ab5b3a58-18de-48bd-99bd-db8fc1c1ddcf,44.89047145 -93.32913577 45.05125116 -93.1938489,"311 Incidents: Minneapolis, Minnesota, 2011",Shapefile,"[u'Minneapolis, Minnesota, United States', u'Minnesota, United States']",Minneapolis Open Data,ab5b3a58-18de-48bd-99bd-db8fc1c1ddcf,Dataset
Point,2016-12-30T13:42:11Z,"ENVELOPE(-93.3291043263357, -93.1993415435826, 45.0511327785615, 44.8905683440219)","{""http://schema.org/url"":""http://opendata.minneapolismn.gov/datasets/d57a3d9b65c746158ed5b60c254bdad6_0"",""http://www.isotc211.org/schemas/2005/gmd/"":""https://opengeometadata.github.io/big-ten/86/09/ad/c991f04a5a83ddb370497173b8/iso19139.xml"",""urn:x-esri:serviceType:ArcGIS#FeatureLayer"":""https://services.arcgis.com/afSMGVsC7QlRK1kZ/arcgis/rest/services/311_Incidents_2012/FeatureServer/0"",""http://schema.org/downloadUrl"":""http://opendata.minneapolismn.gov/datasets/d57a3d9b65c746158ed5b60c254bdad6_0.zip""}",Public,8609adc9-91f0-4a5a-83dd-b370497173b8,Minnesota,[u'Society'],"For questions about this data please contact 311OpenData@minneapolismn.gov The data provided are public-facing service requests that were taken by 311 contact center agents, or through online and mobile applications, and entered the Lagan CRM system during 2012.",2012,2012-2016,[u'City of Minneapolis'],8609adc9-91f0-4a5a-83dd-b370497173b8,,44.8905683440219 -93.3291043263357 45.0511327785615 -93.3291043263357 45.0511327785615 -93.1993415435826 44.8905683440219 -93.1993415435826 44.8905683440219 -93.3291043263357,2012,[u'City of Minneapolis'],8609adc9-91f0-4a5a-83dd-b370497173b8,44.8905683440219 -93.3291043263357 45.0511327785615 -93.1993415435826,"311 Incidents: Minneapolis, Minnesota, 2012",Shapefile,"[u'Minneapolis, Minnesota, United States', u'Minnesota, United States']",Minneapolis Open Data,8609adc9-91f0-4a5a-83dd-b370497173b8,Dataset
Point,2016-12-30T13:41:48Z,"ENVELOPE(-93.329032, -93.199183, 45.051108, 44.890638)","{""http://schema.org/url"":""http://opendata.minneapolismn.gov/datasets/assessor-land-characteristics-2016"",""http://schema.org/downloadUrl"":""https://opendata.arcgis.com/datasets/b8db843ed5a0416fab97c92dee150aa4_0.zip"",""urn:x-esri:serviceType:ArcGIS#FeatureLayer"":""https://services.arcgis.com/afSMGVsC7QlRK1kZ/arcgis/rest/services/LandCharacteristics/FeatureServer/0/"",""http://www.isotc211.org/schemas/2005/gmd/"":""https://opengeometadata.github.io/big-ten/80/6e/0e/5d4cdc470990e2b521cea8d8bd/iso19139.xml""}",Public,806e0e5d-4cdc-4709-90e2-b521cea8d8bd,Minnesota,[u'Economy'],The Minneapolis Assessor's Office tracks property data to assist in classification and valuation of real property. This data is regularly updated to accurately reflect market conditions.,2015,2015-2016,[u'City of Minneapolis'],806e0e5d-4cdc-4709-90e2-b521cea8d8bd,,44.890638 -93.329032 45.051108 -93.329032 45.051108 -93.199183 44.890638 -93.199183 44.890638 -93.329032,2015,[u'City of Minneapolis'],806e0e5d-4cdc-4709-90e2-b521cea8d8bd,44.890638 -93.329032 45.051108 -93.199183,"Assessor Land Characteristics: Minneapolis, Minnesota, 2016",Shapefile,"[u'Minneapolis, Minnesota, United States', u'Minnesota, United States']",Minneapolis Open Data,806e0e5d-4cdc-4709-90e2-b521cea8d8bd,Dataset
Mixed,2016-12-30T13:42:01Z,"ENVELOPE(-93.3291083642602, -93.1896159986687, 45.0512462600492, 44.8901520021226)","{""http://schema.org/url"":""http://opendata.minneapolismn.gov/datasets/772ebcaf2ec0405ea1b156b5937593e7_0"",""http://www.isotc211.org/schemas/2005/gmd/"":""https://opengeometadata.github.io/big-ten/04/b5/72/d6742f4568a7ef9a63018c34d8/iso19139.xml"",""urn:x-esri:serviceType:ArcGIS#FeatureLayer"":""https://services.arcgis.com/afSMGVsC7QlRK1kZ/arcgis/rest/services/Fire_Station_Areas/FeatureServer/0"",""http://schema.org/downloadUrl"":""http://opendata.minneapolismn.gov/datasets/772ebcaf2ec0405ea1b156b5937593e7_0.zip""}",Public,04b572d6-742f-4568-a7ef-9a63018c34d8,Minnesota,[u'Boundaries'],Map service showing the Fire Station service areas for the Minneapolis Fire Department.,2015,2015-2016,[u'City of Minneapolis'],04b572d6-742f-4568-a7ef-9a63018c34d8,,44.8901520021226 -93.3291083642602 45.0512462600492 -93.3291083642602 45.0512462600492 -93.1896159986687 44.8901520021226 -93.1896159986687 44.8901520021226 -93.3291083642602,2015,[u'City of Minneapolis'],04b572d6-742f-4568-a7ef-9a63018c34d8,44.8901520021226 -93.3291083642602 45.0512462600492 -93.1896159986687,"Fire Station Areas: Minneapolis, Minnesota, 2015",Shapefile,"[u'Minneapolis, Minnesota, United States', u'Minnesota, United States']",Minneapolis Open Data,04b572d6-742f-4568-a7ef-9a63018c34d8,Dataset
Point,2016-12-30T13:42:09Z,"ENVELOPE(-93.3284617991423, -93.2129504550967, 45.0310388737871, 44.9065352692957)","{""http://schema.org/url"":""http://opendata.minneapolismn.gov/datasets/a0448b7b87f04899822478467f6830db_0"",""http://www.isotc211.org/schemas/2005/gmd/"":""https://opengeometadata.github.io/big-ten/c1/3e/1c/be35324354aad9b821a93ae79a/iso19139.xml"",""urn:x-esri:serviceType:ArcGIS#FeatureLayer"":""https://services.arcgis.com/afSMGVsC7QlRK1kZ/arcgis/rest/services/Off-Sale_Liquor_Licenses/FeatureServer/0"",""http://schema.org/downloadUrl"":""http://opendata.minneapolismn.gov/datasets/a0448b7b87f04899822478467f6830db_0.zip""}",Public,c13e1cbe-3532-4354-aad9-b821a93ae79a,Minnesota,[u'Economy'],For questions about this data please contact RegulatoryServicesOpenData@minneapolismn.gov Current off-sale liquor licenses active in the city.,2015,2015-2016,[u'City of Minneapolis'],c13e1cbe-3532-4354-aad9-b821a93ae79a,,44.9065352692957 -93.3284617991423 45.0310388737871 -93.3284617991423 45.0310388737871 -93.2129504550967 44.9065352692957 -93.2129504550967 44.9065352692957 -93.3284617991423,2015,[u'City of Minneapolis'],c13e1cbe-3532-4354-aad9-b821a93ae79a,44.9065352692957 -93.3284617991423 45.0310388737871 -93.2129504550967,"Off-Sale Liquor Licenses: Minneapolis, Minnesota, 2015",Shapefile,"[u'Minneapolis, Minnesota, United States', u'Minnesota, United States']",Minneapolis Open Data,c13e1cbe-3532-4354-aad9-b821a93ae79a,Dataset
Point,2016-12-30T13:42:11Z,"ENVELOPE(-93.328930719836, -93.1985266392758, 45.0525491128304, 44.8906715123617)","{""http://schema.org/url"":""http://opendata.minneapolismn.gov/datasets/609f0ebda7ae4568b883ffe32039ab0b_0"",""http://www.isotc211.org/schemas/2005/gmd/"":""https://opengeometadata.github.io/big-ten/31/45/ae/8a139e409b9c5aaadc6b527ec9/iso19139.xml"",""urn:x-esri:serviceType:ArcGIS#FeatureLayer"":""https://services.arcgis.com/afSMGVsC7QlRK1kZ/arcgis/rest/services/Public_Police_2012/FeatureServer/0"",""http://schema.org/downloadUrl"":""http://opendata.minneapolismn.gov/datasets/609f0ebda7ae4568b883ffe32039ab0b_0.zip""}",Public,3145ae8a-139e-409b-9c5a-aadc6b527ec9,Minnesota,[u'Society'],For questions about this data please contact PoliceOpenData@minneapolismn.gov Police Incidents for 2012,2012,2012-2013,[u'City of Minneapolis'],3145ae8a-139e-409b-9c5a-aadc6b527ec9,,44.8906715123617 -93.328930719836 45.0525491128304 -93.328930719836 45.0525491128304 -93.1985266392758 44.8906715123617 -93.1985266392758 44.8906715123617 -93.328930719836,2012,[u'City of Minneapolis'],3145ae8a-139e-409b-9c5a-aadc6b527ec9,44.8906715123617 -93.328930719836 45.0525491128304 -93.1985266392758,"Police Incidents: Minneapolis, Minnesota, 2012",Shapefile,"[u'Minneapolis, Minnesota, United States', u'Minnesota, United States']",Minneapolis Open Data,3145ae8a-139e-409b-9c5a-aadc6b527ec9,Dataset
Point,2016-12-30T13:41:32Z,"ENVELOPE(-93.3291120536438, -93.1991539493001, 45.0511358321207, 44.8890268191038)","{""http://schema.org/url"":""http://opendata.minneapolismn.gov/datasets/150095ff0ed2491bb5183370ea87d17c_0"",""http://www.isotc211.org/schemas/2005/gmd/"":""https://opengeometadata.github.io/big-ten/3f/18/cd/ce19a44ae8a111cb966dcb2f94/iso19139.xml"",""urn:x-esri:serviceType:ArcGIS#FeatureLayer"":""https://services.arcgis.com/afSMGVsC7QlRK1kZ/arcgis/rest/services/311_2014/FeatureServer/0"",""http://schema.org/downloadUrl"":""http://opendata.minneapolismn.gov/datasets/150095ff0ed2491bb5183370ea87d17c_0.zip""}",Public,3f18cdce-19a4-4ae8-a111-cb966dcb2f94,Minnesota,[u'Society'],"For questions about this data please contact 311OpenData@minneapolismn.gov The data provided are public-facing service requests that were taken by 311 contact center agents, or through online and mobile applications, and entered the Lagan CRM system during 2014.",2014,2014-2015,[u'City of Minneapolis'],3f18cdce-19a4-4ae8-a111-cb966dcb2f94,,44.8890268191038 -93.3291120536438 45.0511358321207 -93.3291120536438 45.0511358321207 -93.1991539493001 44.8890268191038 -93.1991539493001 44.8890268191038 -93.3291120536438,2014,[u'City of Minneapolis'],3f18cdce-19a4-4ae8-a111-cb966dcb2f94,44.8890268191038 -93.3291120536438 45.0511358321207 -93.1991539493001,"311 Incidents: Minneapolis, Minnesota, 2014",Shapefile,"[u'Minneapolis, Minnesota, United States', u'Minnesota, United States']",Minneapolis Open Data,3f18cdce-19a4-4ae8-a111-cb966dcb2f94,Dataset
Mixed,2016-12-30T13:42:11Z,"ENVELOPE(-93.3291357676986, -93.1938489001448, 45.0512511622199, 44.8904714467841)","{""http://schema.org/url"":""http://opendata.minneapolismn.gov/datasets/92f705ededd64abc94964867b38a4c32_0"",""http://www.isotc211.org/schemas/2005/gmd/"":""https://opengeometadata.github.io/big-ten/80/4b/af/c96eae48c1942bd547fe138c33/iso19139.xml"",""urn:x-esri:serviceType:ArcGIS#FeatureLayer"":""https://services.arcgis.com/afSMGVsC7QlRK1kZ/arcgis/rest/services/Minneapolis_City_Limits/FeatureServer/0"",""http://schema.org/downloadUrl"":""http://opendata.minneapolismn.gov/datasets/92f705ededd64abc94964867b38a4c32_0.zip""}",Public,804bafc9-6eae-48c1-942b-d547fe138c33,Minnesota,[u'Boundaries'],"If there are any issues with the data in this map, service, or shapefile please contact the Minneapolis GIS office. This data set shows the city boundary of Minneapolis.",2015,2015-2016,[u'City of Minneapolis'],804bafc9-6eae-48c1-942b-d547fe138c33,,44.8904714467841 -93.3291357676986 45.0512511622199 -93.3291357676986 45.0512511622199 -93.1938489001448 44.8904714467841 -93.1938489001448 44.8904714467841 -93.3291357676986,2015,[u'City of Minneapolis'],804bafc9-6eae-48c1-942b-d547fe138c33,44.8904714467841 -93.3291357676986 45.0512511622199 -93.1938489001448,"City Boundary: Minneapolis, Minnesota, 2016",Shapefile,"[u'Minneapolis, Minnesota, United States', u'Minnesota, United States']",Minneapolis Open Data,804bafc9-6eae-48c1-942b-d547fe138c33,Dataset
Mixed,2016-12-30T13:41:49Z,"ENVELOPE(-93.3291357669831, -93.1938498915557, 45.0511070143153, 44.8906151997655)","{""http://schema.org/url"":""http://opendata.minneapolismn.gov/datasets/d9958626115644f9aab4cec08e1031dd_0"",""http://www.isotc211.org/schemas/2005/gmd/"":""https://opengeometadata.github.io/big-ten/75/2b/df/5769cd4932b5bdd7e7b45d9558/iso19139.xml"",""urn:x-esri:serviceType:ArcGIS#FeatureLayer"":""https://services.arcgis.com/afSMGVsC7QlRK1kZ/arcgis/rest/services/msvcElections_Precincts/FeatureServer/0"",""http://schema.org/downloadUrl"":""http://opendata.minneapolismn.gov/datasets/d9958626115644f9aab4cec08e1031dd_0.zip""}",Public,752bdf57-69cd-4932-b5bd-d7e7b45d9558,Minnesota,[u'Boundaries'],This is the official map service for the Election Precinct boundaries for the City of Minneapolis. For more information regarding upcoming elections please refer to the City of Minneapolis Elections homepage or contact the Minneapolis information line by calling 311 .,2015,2014-2015,[u'City of Minneapolis'],752bdf57-69cd-4932-b5bd-d7e7b45d9558,,44.8906151997655 -93.3291357669831 45.0511070143153 -93.3291357669831 45.0511070143153 -93.1938498915557 44.8906151997655 -93.1938498915557 44.8906151997655 -93.3291357669831,2014,[u'City of Minneapolis'],752bdf57-69cd-4932-b5bd-d7e7b45d9558,44.8906151997655 -93.3291357669831 45.0511070143153 -93.1938498915557,"Elections Precincts: Minneapolis, Minnesota, 2016",Shapefile,"[u'Minneapolis, Minnesota, United States', u'Minnesota, United States']",Minneapolis Open Data,752bdf57-69cd-4932-b5bd-d7e7b45d9558,Dataset
